,Age,Income,Gender,Outage_sec_perweek,Contacts,Yearly_equip_failure,TechSupport,Bandwidth_GB_Year
154,55,49421.69,2,10.29380879,3,0,1,2220.255405
155,46,11061.05,1,8.512650562,2,1,0,1669.202417
156,87,15388.32,1,7.82671592,1,2,0,990.0555076
157,39,20624.31,2,6.985590245,2,1,0,967.9819136
158,81,47877.81,2,11.40449185,0,0,1,2190.259876
159,83,46154.17,2,10.44249511,1,0,0,1445.752781
160,50,107111.8,1,15.38627887,2,0,1,528.6553088
161,87,10403.59,1,10.68024546,2,1,1,1296.481055
162,76,22412.6,1,10.62439366,0,0,1,1195.393037
163,25,19476.27,1,10.91642397,1,0,0,1700.121992
164,34,96382.76,2,8.580626195,0,0,0,2120.673828
165,46,28022.56,1,8.996933306,0,1,0,1238.421347
166,73,35478.4,1,7.602570192,2,0,0,847.110799
167,57,10155.51,1,9.217689334,1,1,1,1112.937102
168,58,87537.25,2,9.591529444,0,1,0,1623.045026
169,70,34112.1,2,13.36027908,0,0,1,1479.730181
170,53,32653.51,2,4.372034777,1,0,1,2144.735024
171,31,35321.46,2,10.59285179,0,3,1,1522.289512
172,38,49277.48,1,12.81260566,1,0,1,1974.780054
173,26,37297.82,1,3.767298987,0,0,0,1261.177198
174,44,14928.96,2,17.56798903,2,0,1,939.7181324
175,66,24702.68,1,11.2369761,3,2,0,1357.062854
176,58,87535.71,2,8.54892416,0,1,1,1456.887443
177,51,63166.87,1,6.094109902,2,0,1,937.5863866
178,34,11856.81,1,13.9077275,1,0,0,830.1193011
179,87,27326.79,3,7.905333122,1,0,1,737.8564608
180,67,12779.23,1,12.53830949,2,1,1,1781.854862
181,59,25519.91,3,12.8219418,1,1,1,2464.577489
182,23,46871.21,2,8.941553742,0,0,0,2392.203409
183,42,77383.72,2,10.51043963,0,0,1,1664.19271
184,24,47395.3,1,11.86384439,3,0,0,1433.616898
185,81,90977.74,1,10.76051016,3,0,1,823.4933243
186,78,135727.71,2,11.05420024,0,0,1,1468.357421
187,51,47726.25,1,8.174495258,5,0,1,590.7765801
188,70,51721.64,1,10.05388383,2,0,1,418.6206885
189,87,41531.03,1,7.045552801,2,0,1,1181.991846
190,46,33504.8,1,8.957297136,1,0,1,733.4036934
191,56,34197.3,1,15.74015572,2,1,1,1719.173387
192,44,11518.58,2,13.41209586,3,0,1,1205.956363
193,33,31065.17,1,14.89835355,2,1,0,1261.032763
194,19,32097.17,1,13.62135046,1,1,1,741.7766988
195,31,23424.88,2,14.95912113,2,1,1,932.6084359
196,34,35988.24,1,11.741245,0,0,1,1708.614019
197,43,35539.7,2,7.765121655,0,1,1,1363.58603
198,82,27959.34,2,7.130431693,1,0,1,472.1057019
199,36,52232.97,1,8.359515606,1,0,1,558.2340556
200,48,18198.59,2,9.42799205,3,0,1,815.194738
201,52,16851.94,2,10.95510131,0,1,0,2007.303617
202,35,16440.05,3,10.8621377,1,0,1,2088.48083
203,83,44223.58,1,7.352533505,2,0,1,1430.761492
204,20,33343.73,2,11.38860234,1,0,1,822.3008694
205,25,30664.56,1,9.580144161,4,0,1,2059.200998
206,88,31934.04,2,10.79191234,1,0,1,617.542543
207,54,26676.4,1,9.982341124,0,0,1,758.4775985
208,46,67211.95,2,6.511921085,0,1,1,894.6733856
209,75,31136.77,1,10.70500472,1,0,1,1639.898269
210,66,40660.84,2,11.58410296,0,1,1,710.7541633
211,51,10606.59,1,8.01651453,1,1,0,1092.226042
212,81,92447.71,1,15.12148226,0,0,1,757.0097075
213,75,13612.16,2,12.63643487,0,0,0,2301.850721
214,54,13765.39,1,16.68178185,2,0,1,2401.406545
215,73,53019.98,2,11.08409914,2,1,0,1535.788894
216,53,42523.02,2,12.99948061,1,1,0,1536.589816
217,33,52143.7,1,11.17949466,1,1,1,2153.778421
218,41,19097.94,1,7.369412654,0,1,1,2409.195918
219,59,11301.4,1,9.84688181,0,0,0,1342.862457
220,23,17814.0,1,18.19542503,0,0,1,1046.054674
221,32,22533.05,1,13.53989069,1,1,1,1204.479468
222,51,19974.4,1,5.458806701,2,0,1,1616.908193
223,46,45146.99,1,12.0772854,1,1,1,345.0099528
224,37,10330.1,2,6.918984305,1,0,1,1427.088655
225,53,15281.28,2,14.84155042,3,0,0,1452.334634
226,62,11217.96,2,12.66717474,2,0,1,795.4957358
227,57,17516.0,1,11.43786808,0,1,1,1333.894229
228,80,20566.64,1,6.915228797,1,0,1,1402.20491
229,43,36128.68,2,11.30215199,1,1,0,1447.196935
230,35,52129.84,2,9.513085538,1,0,0,1662.510936
231,63,25985.06,1,9.497106973,1,0,1,1707.641161
232,63,10909.79,1,12.21852573,2,0,1,2181.752793
233,27,41151.14,1,8.272244827,3,0,1,1575.683555
234,19,64063.23,1,10.24857935,3,0,0,1029.489242
235,40,20414.07,1,6.743431946,1,1,1,2370.184448
236,42,41412.1,2,12.4703522,1,0,1,3309.919373
237,40,99195.08,1,7.913676085,1,0,1,1623.273925
238,72,18408.94,1,9.362849722,2,0,0,1146.199921
239,61,15930.45,2,17.41324465,0,1,0,2229.268031
240,71,25611.29,2,13.43700846,0,0,1,2512.36494
241,68,9428.86,1,11.95206054,0,1,1,1297.388488
242,88,3810.16,1,4.550449856,2,1,1,283.39178
243,64,118022.06,2,6.09060584,2,0,1,1947.7853
244,63,51992.79,1,10.2863601,1,1,1,849.1972541
245,53,79993.43,1,11.17709222,0,2,1,2131.359827
246,41,37706.85,2,14.12145884,0,0,0,1464.035068
247,63,22466.53,2,7.799780591,1,0,1,1381.538548
248,56,16608.27,1,7.122072827,0,0,1,1248.626874
249,27,25146.14,2,9.329902365,0,0,1,558.3751762
250,47,58882.35,2,7.509389052,0,0,0,676.2178659
251,42,31809.46,1,15.06990851,2,0,0,1641.938696
252,72,27235.54,1,9.321265424,0,0,1,1811.964373
253,58,70476.82,2,3.564651961,2,0,0,1066.632555
254,33,49396.09,2,7.779622319,3,0,1,1514.131966
255,87,35060.94,1,10.74985413,0,1,1,1189.549671
256,34,66055.53,1,7.738373361,2,0,1,1114.020282
257,76,91335.76,2,12.01267388,1,0,0,1078.291303
258,38,54349.75,3,14.04748759,0,1,1,854.2977548
259,47,75042.1,1,3.11231175,1,1,0,1489.077486
260,84,91001.1,2,8.284591121,1,0,1,1649.312808
261,19,44426.28,2,6.269792565,0,0,1,905.1959227
262,87,63284.16,1,9.803905459,1,1,0,684.6318529
263,75,14039.21,2,8.571019738,1,0,0,1662.533055
264,37,12453.24,2,10.00344746,0,1,1,2436.57146
265,52,15934.12,1,4.255224068,0,1,1,2677.74041
266,24,48314.4,2,11.2714618,1,0,0,1779.309609
267,83,5511.77,2,8.477982632,0,0,1,1494.716409
268,19,10701.11,1,9.753145376,0,1,1,1740.72604
269,78,10767.15,2,14.57387887,0,0,0,704.7552669
270,61,13493.63,1,13.13441554,1,1,0,558.4710883
271,38,25071.58,2,11.62771397,0,0,1,1282.279049
272,79,368.5,2,6.114030983,0,1,1,287.8189836
273,49,27976.63,1,12.76603868,2,1,1,1129.529441
274,41,56154.5,1,6.348897952,3,0,1,394.0148722
275,75,62145.59,1,16.10939031,2,1,0,1302.230824
276,60,6517.94,1,7.151598137,0,0,1,970.4682919
277,70,19090.03,2,4.575363954,0,0,0,2522.88913
278,23,13194.33,2,13.42263904,0,0,0,682.9871863
279,84,63963.36,1,3.559550725,1,0,1,1537.109931
280,63,34447.89,2,5.971214226,3,0,1,1961.923965
281,88,36315.29,1,7.287197615,3,0,0,676.1747964
282,44,5009.07,1,11.30031859,3,0,1,929.2607767
283,49,14202.72,1,10.26519974,0,0,1,1849.484087
284,32,54779.76,2,16.28075484,0,0,1,1998.680227
285,69,36453.31,3,10.96553586,1,0,0,1898.877878
286,60,11250.71,1,10.93514898,1,1,1,992.3501481
287,57,65951.35,1,2.98020454,0,0,0,994.6354785
288,62,15292.25,1,17.05256354,0,1,0,954.0290712
289,26,41879.1,2,12.29165611,0,1,1,1775.838153
290,85,17080.57,1,10.32744663,0,1,0,1297.050577
291,82,68122.23,1,9.22949351,0,0,1,1746.405243
292,40,39468.79,1,10.02758972,1,1,0,1698.465833
293,50,123763.12,2,7.259022839,1,0,0,665.4740915
294,71,84301.44,2,10.97274944,0,1,0,1886.153328
295,48,42469.81,3,11.87042081,1,0,1,958.6989908
296,24,75458.79,1,9.531063533,1,0,1,1446.203986
297,79,60345.9,2,8.798065013,1,0,1,774.6125757
298,82,76066.77,2,15.27146446,2,1,1,1939.811149
299,68,42755.27,1,7.014445177,0,1,1,1165.564309
300,77,76874.25,3,10.62019312,0,0,0,750.8768234
301,19,41075.64,1,10.04585562,1,1,0,1292.3206
302,80,63095.62,2,10.88047174,1,2,0,2335.130986
303,31,82131.87,1,9.975481565,1,0,1,769.8534863
304,62,28502.33,2,7.248946018,1,2,0,1729.837284
305,80,9450.84,2,9.53003591,1,1,1,649.3891796
306,36,44977.06,2,6.592317798,3,0,1,823.0046464
307,72,13583.35,2,8.124261532,3,0,0,1107.882056
308,50,42093.64,2,11.44655577,1,0,0,683.8622599
309,31,55398.87,2,10.1755818,2,0,0,1301.49424
310,22,22362.59,1,13.7362126,0,2,1,1079.012505
311,50,40271.47,2,13.93422217,1,0,1,1283.463995
312,28,56178.63,2,3.405050602,2,0,1,987.653655
313,63,21053.35,2,10.69284712,2,1,0,1088.263081
314,73,75866.75,1,10.11985468,0,0,0,583.0259559
315,72,74061.48,2,5.863179258,0,0,1,1778.733282
316,23,35102.93,2,13.357551,0,0,1,900.4043765
317,49,26391.1,2,14.04061351,1,0,0,1693.576099
318,82,29982.49,1,4.586902043,0,0,1,1143.826239
319,72,51154.34,1,11.03563726,1,0,1,886.340074
320,45,37583.97,1,11.32768159,1,1,1,373.2772664
321,73,28654.87,1,5.307097721,1,0,0,1245.328696
322,78,119968.61,1,8.993783986,3,0,1,1564.936841
323,71,11591.09,2,11.05733159,1,0,1,1354.401018
324,67,70174.11,1,8.702618087,0,0,1,1971.429689
325,43,8495.04,2,7.045651851,1,2,0,623.7865683
326,27,17191.02,1,12.61411193,2,0,1,3040.553763
327,39,24732.09,2,9.703658153,1,1,1,864.7036995
328,52,27282.21,1,8.220453321,0,1,1,2042.113893
329,19,40902.49,1,8.816497541,0,1,1,1973.661316
330,48,87568.16,1,11.11756812,0,0,1,1755.645123
331,22,69327.78,2,13.07119875,2,1,1,1758.735654
332,69,5194.22,2,12.10865222,2,0,0,557.0118807
333,31,12951.51,2,9.681031902,1,0,0,2205.334092
334,79,11179.42,1,10.49495185,0,0,1,1451.201108
335,65,47288.09,2,7.535866122,0,0,0,609.0598401
336,49,114398.35,2,8.713443753,2,0,1,1221.100604
337,69,105646.73,1,7.191637555,1,0,0,745.0493094
338,74,42386.84,2,12.2870805,0,0,1,1220.452161
339,27,38864.57,2,10.66015784,1,0,1,1771.472597
340,79,25215.22,1,7.044096971,2,0,1,1201.484293
341,41,9302.3,1,12.14893118,1,0,1,764.3017535
342,51,45225.74,1,12.71107869,2,0,1,1022.415622
343,57,29976.15,2,9.759360165,0,0,0,1284.442486
344,66,13155.79,1,2.816821044,0,1,0,289.9240291
345,85,14980.5,1,9.617602049,4,0,1,1718.600163
346,54,24017.57,1,13.06640293,2,1,0,2494.633068
347,79,26204.77,2,8.669204519,1,0,0,2270.749222
348,56,27978.78,2,13.97477268,3,0,0,567.6177123
349,80,46622.3,2,11.19861363,0,0,1,380.0501404
350,37,34419.26,1,10.18921185,1,0,1,1436.408211
351,24,8507.97,1,9.518819692,3,0,0,1852.503069
352,48,64420.19,2,11.01996949,3,2,0,1312.008382
353,68,122263.81,1,14.91100172,2,0,0,863.0820861
354,74,64446.9,2,11.17971961,2,0,0,1854.793303
355,37,20647.83,1,12.16826675,1,0,1,1778.431765
356,54,23956.91,2,17.39213562,1,0,0,764.2419259
357,84,56003.36,2,12.02476736,1,0,0,307.018806
358,68,50150.81,2,6.6769165,2,0,0,1179.782483
359,39,4180.22,1,11.78679636,1,0,1,1040.034575
360,85,70023.28,2,7.846521648,2,0,1,1080.159892
361,86,40728.96,1,5.670110512,2,0,0,775.5613336
362,70,69248.13,1,13.37036883,1,0,1,1061.587971
363,33,65187.42,1,9.826229752,2,0,1,1334.403775
364,58,26005.77,1,12.07226102,1,0,1,2346.143947
365,58,10423.75,2,15.42491471,1,1,0,1491.768656
366,42,28909.96,2,8.601959705,0,0,1,927.1279646
367,89,28219.28,2,8.787582345,0,0,1,686.9354616
368,63,67319.27,2,6.362190982,1,2,0,1460.513443
369,18,71348.1,2,9.507249087,0,1,0,1942.250203
370,82,39231.99,2,12.06831191,0,1,0,1923.549943
371,61,28129.21,2,5.600227586,1,0,0,1239.802036
372,36,69104.9,2,13.15969677,1,0,1,2499.186161
373,87,31282.78,1,6.18537496,1,0,1,302.3848209
374,48,65229.24,2,9.089998883,1,0,1,1865.48625
375,56,15110.46,2,11.21142669,1,0,0,908.7910203
376,57,66922.3,2,5.868957217,0,0,1,790.9469893
377,89,1666.59,2,2.657311067,2,0,0,956.2636975
378,30,50258.38,1,13.75498892,1,0,1,639.3261343
379,54,54373.35,1,11.07079287,1,0,1,1572.045646
380,55,33588.84,1,10.74788638,0,1,1,3099.922244
381,46,23629.05,1,15.68552752,1,2,1,1599.727567
382,18,91186.03,1,10.08605721,0,0,1,2188.672399
383,58,20204.74,1,16.26782621,0,0,0,1586.699491
384,60,37703.83,2,4.946414499,1,0,0,1828.279015
385,62,29117.32,1,14.19610787,1,0,1,1866.966586
386,30,52531.72,1,15.83394061,1,0,1,1718.555203
387,75,25742.72,2,7.663279641,0,0,1,556.2193844
388,23,21072.82,1,7.43893815,3,1,0,1035.183038
389,84,37774.81,1,11.70582668,1,0,0,1580.43019
390,61,20811.42,2,13.60774223,2,1,1,703.6927423
391,75,34474.39,2,6.02604588,2,0,1,1842.258692
392,72,81388.6,2,8.273678516,0,0,1,1167.271182
393,66,78272.96,2,9.424686492,0,0,0,1007.289786
394,81,11655.88,1,10.05990041,1,0,0,1500.69101
395,34,37773.19,2,12.69711858,1,1,0,1404.773397
396,82,40183.01,2,10.3853182,1,0,1,1342.310858
397,73,37149.4,2,10.48123205,0,0,1,1250.94478
398,28,10331.57,2,13.43076227,1,0,0,1710.958869
399,48,37096.85,1,7.951590644,0,0,1,169.3992798
400,53,26004.59,2,9.100502767,0,0,0,1261.554565
401,52,77291.95,1,11.9086306,0,0,0,794.9581116
402,20,24462.25,1,5.304627269,1,1,1,713.364269
403,19,75871.75,2,12.07096717,2,0,0,952.5914921
404,70,28840.47,3,7.336943024,0,0,0,778.6094503
405,48,25299.48,1,10.16142541,1,0,1,627.0001275
406,28,37631.4,2,9.632814549,3,0,0,2938.319116
407,52,23014.69,2,6.346778536,0,1,1,1566.001524
408,77,31300.68,1,12.1986895,2,0,1,1889.642423
409,71,55840.35,1,6.444558317,0,0,1,1420.771651
410,22,9729.44,1,11.7174619,1,0,0,1254.725693
411,88,35891.67,2,6.286550988,1,2,0,1570.345219
412,25,20801.9,2,9.886595026,0,0,1,500.4406927
413,21,112429.2,2,7.972497589,0,0,1,1563.848623
414,39,33217.64,1,11.10996233,0,1,0,787.0962355
415,29,45562.97,2,9.301929385,2,0,0,1119.610001
416,22,15380.9,1,8.535578793,1,2,0,1155.782468
417,44,100232.53,1,9.083448287,0,0,1,1995.346628
418,74,57900.98,2,9.581508542,2,0,0,922.1362066
419,84,60476.86,1,8.763218085,0,0,1,717.6823944
420,65,26875.13,2,12.72077056,3,0,1,2223.835601
421,29,24447.03,1,5.304635517,0,0,1,1143.685617
422,51,14817.22,1,11.18732698,0,0,1,1537.296207
423,40,6170.55,1,11.6443975,0,1,1,1614.544362
424,49,33620.38,1,9.83612847,0,1,1,758.8338668
425,61,86453.08,1,9.202197695,1,0,1,1317.766231
426,61,31466.9,1,6.187489206,6,0,1,1189.578203
427,85,76984.15,1,9.320914781,1,0,1,1467.273158
428,25,43586.8,1,6.697226378,1,0,1,2192.693797
429,48,13148.09,1,16.41445271,1,0,0,1568.47416
430,86,11612.88,2,4.964218639,2,1,1,1376.095043
431,53,71215.87,1,6.702458265,0,1,1,811.5600648
432,88,18113.33,1,8.623296005,0,0,1,243.2617759
433,40,18895.18,1,4.874661522,0,0,1,676.6465414
434,23,48852.54,2,4.924368526,1,0,1,801.4709595
435,63,6574.36,2,9.173811061,1,0,1,1316.145864
436,28,10342.14,2,9.553427818,1,1,1,1270.217581
437,26,23028.48,1,6.007630739,0,1,1,1339.709597
438,22,31843.16,2,18.39537758,2,0,1,1624.799349
439,43,31920.88,2,14.02031408,2,1,0,1400.834009
440,70,54961.9,2,12.07594948,0,0,1,1149.108155
441,48,119964.79,1,13.40034021,0,2,1,1387.016004
442,29,21897.41,1,13.1215267,0,0,1,544.12326
443,61,72129.01,1,10.4523599,1,2,0,1803.917571
444,73,16368.02,1,10.07963518,0,0,1,1518.747945
445,27,59147.78,2,5.763454353,0,0,1,1932.20577
446,56,65900.37,1,9.086330232,1,2,1,1886.312286
447,19,69369.36,2,10.04912841,3,0,1,1738.71901
448,56,23382.74,2,8.431329813,2,0,1,1060.026737
449,83,25886.2,1,8.961461799,1,0,0,250.9270047
450,84,99519.26,1,12.87091514,1,0,0,1916.832871
451,62,93039.69,2,7.236546463,0,0,1,573.9920618
452,67,37852.37,2,7.048563699,2,0,1,272.9823095
453,21,54727.46,1,13.17156155,1,1,1,1233.975771
454,31,47944.46,2,11.11418795,0,0,1,1552.772876
455,25,18402.27,1,5.236234219,1,0,1,1259.735294
456,60,43631.75,1,10.08565191,0,0,1,1287.821218
457,84,31392.97,1,4.843029288,0,0,1,1516.667438
458,36,10466.23,1,7.565105658,0,0,1,589.9932647
459,87,20197.89,1,7.940679007,1,1,0,1021.482609
460,80,99482.26,1,12.94031641,2,0,0,1267.634616
461,34,48005.75,1,7.794425904,2,0,0,1266.503765
462,39,50666.54,2,4.88644359,0,2,1,1877.852717
463,42,6117.38,2,10.84392109,1,0,0,1541.134986
464,36,7953.27,2,9.879617841,2,1,0,744.2470872
465,18,101000.3,2,11.26553266,0,1,1,2023.519366
466,66,10882.02,1,13.28523257,3,0,1,1428.427469
467,20,69156.25,1,15.62909771,0,0,1,1283.253595
468,73,19563.77,1,11.31172944,0,1,1,2256.776479
469,83,27113.0,2,11.06959212,0,0,1,955.0876357
470,67,156740.67,2,13.45818264,1,0,1,499.7170655
471,62,23165.82,2,11.06361355,2,0,0,1562.32774
472,34,13378.22,2,11.56147327,3,0,1,776.4780765
473,28,5337.97,1,13.49663107,3,0,1,1118.646915
474,26,72490.86,1,7.581534683,0,0,0,1781.692875
475,82,12476.24,1,10.67669456,2,0,1,1086.92093
476,59,64584.13,2,11.74759925,0,0,1,1551.398147
477,46,32885.95,2,9.044025424,0,0,1,573.751474
478,44,80862.03,2,7.949846907,2,2,0,1794.116848
