,Age,Children,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Phone,Multiple,StreamingTV,StreamingMovies,Tenure,MonthlyCharge,Gender_Female,Gender_Male,Gender_Nonbinary,Bandwidth_GB_Year
1329,-0.5352440869695154,-0.9723379092716081,0.08148208895741157,-0.24541997791341574,-1.3272756113296431,-1.0058516991026796,-0.6258635316811727,0,1,1,0,0,-0.9525424644112672,-0.6442373353542117,0,1,0,-1.1216669950625933
4035,0.9141820584202033,-0.5065919164222484,0.5633079586289301,0.39937957273517594,-0.0052879506427475865,0.005867974104602262,0.9466579047036832,0,1,0,1,0,-0.5412676264556708,-0.4694543940831323,0,1,0,-0.6678650434912756
9642,0.9624962632665273,1.82213804782455,-0.8651233576292375,-0.007457367057801603,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,0,1,0,1,0,1.3529628273898777,-0.8193954430145611,1,0,0,1.221248994883209
1777,-0.3419872675842196,-0.04084592357288879,-0.446373168552338,1.1068388329734775,1.6471966252158718,-1.0058516991026796,-0.6258635316811727,0,1,0,0,1,-1.1326592765117642,-0.5275640814605419,1,0,0,-1.2305940721668673
6096,-1.5015281838959946,-0.04084592357288879,-0.32540825222375946,-0.23160422631702784,-0.0052879506427475865,-1.0058516991026796,2.519179341088539,0,1,0,0,1,1.0566850533583938,-0.23701890486489635,0,1,0,1.2030001384590787
751,-0.4869298821231915,-0.04084592357288879,1.820459992036435,-0.006785309225188993,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,0,1,0,1,1,-1.0153847485860064,0.05841179510993007,1,0,0,-1.0186194060843767
5792,-0.8251293160474592,-0.5065919164222484,0.4499101096806421,-0.7807739781719076,-1.3272756113296431,-1.0058516991026796,-0.6258635316811727,0,1,0,0,0,1.2666058039211048,-1.4012200604053366,0,1,0,1.0687492624606103
4060,-1.6464707984349665,-0.9723379092716081,0.7696873271529922,-0.6705174959571331,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,0,1,0,0,1,-0.8635989048501685,-0.5283305992571172,1,0,0,-0.7642422594355823
9041,0.2377831905716679,0.4249000692764709,-0.8346348636801462,-0.44058611056529534,-0.0052879506427475865,-1.0058516991026796,2.519179341088539,0,1,0,0,0,1.2946398889540145,-1.4012200604053366,1,0,0,1.054055455572533
6030,-0.8251293160474592,-0.04084592357288879,0.2526858358931803,0.27570819173220584,-1.3272756113296431,-1.0058516991026796,-0.6258635316811727,1,1,0,1,0,1.3047485276260862,-0.5277647058207883,0,0,1,1.193698285499812
5898,-1.3082713645106987,-0.04084592357288879,1.0058328109470918,-1.3192624852463064,-0.6662817809861953,1.0175876473118841,-0.6258635316811727,0,1,1,1,1,1.0108227167769743,1.6298146372145534,1,0,0,1.2810071439845074
9338,-1.6464707984349665,-0.9723379092716081,-0.5857862249216929,1.0122624490117742,1.6471966252158718,0.005867974104602262,0.9466579047036832,0,1,1,0,0,0.719163398185774,-0.8186828364651095,1,0,0,0.7238620262517602
9160,1.1557530826518232,-0.5065919164222484,-0.5251897536276462,-0.850444687338896,1.9776935403875957,1.0175876473118841,-0.6258635316811727,0,1,1,0,0,0.1967359872622769,-1.4005377279903388,0,1,0,-0.020600269398230665
9996,-0.2453588578915717,0.8906460621258305,-0.201343526354872,-1.095915055966718,0.986202794872424,1.0175876473118841,-0.6258635316811727,0,1,1,1,0,1.002739663376616,0.8117260169869184,0,1,0,1.0541943330217018
5151,0.5276684196496116,0.4249000692764709,-0.7338054107870121,-0.45624069023381225,-0.9967786961579193,0.005867974104602262,-0.6258635316811727,0,1,1,0,1,0.6841709966080091,0.5207939136651571,1,0,0,0.6191629532875429
468,0.9624962632665273,-0.9723379092716081,-0.7178804540066521,0.44016745135965524,1.316699710044148,-1.0058516991026796,0.9466579047036832,0,1,0,1,0,-0.5477999657459566,-0.9935207835097114,1,0,0,-0.5196652762820088
1545,1.0108104681128514,-0.9723379092716081,-0.7739596648128302,-0.794551104766131,-0.9967786961579193,0.005867974104602262,-0.6258635316811727,0,1,0,1,0,-1.2427736578727597,-0.993189374888625,1,0,0,-1.3609855747747885
6311,1.107438877805499,0.4249000692764709,-0.3557701437239444,0.133870696942261,-2.3187663568448147,0.005867974104602262,-0.6258635316811727,0,1,0,1,1,0.9908675250551795,0.3489579265052009,1,0,0,1.1243512039324455
2683,-1.3565855693570228,1.3563920549751902,0.983422758975834,0.22909661860251015,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,0,1,0,1,0,-1.0996606729259826,-1.2254344630889422,1,0,0,-1.0791797881914509
8966,-1.115014545125403,-0.04084592357288879,0.34889624985912887,-0.6830546683448182,-1.657772526501367,0.005867974104602262,0.9466579047036832,0,1,0,0,0,0.8769491539675454,-1.3420108397523594,1,0,0,0.7498218304855315
6181,1.6872093359613867,-0.9723379092716081,-0.7564952648092139,-1.151254495788776,-0.9967786961579193,3.0410269937264474,0.9466579047036832,0,0,0,1,0,0.9077531020568451,0.2874222550584258,1,0,0,0.7567526592006051
1025,0.28609739541799184,-0.9723379092716081,0.034787417662182296,-1.3678986169836693,-0.6662817809861953,2.0293073205191656,-0.6258635316811727,0,1,0,0,1,-0.6138881309240545,-0.003508218117634932,1,0,0,-0.7679684180081285
5112,-0.970071930586431,0.8906460621258305,1.5548682680672943,0.2632681337892937,0.986202794872424,-1.0058516991026796,-0.6258635316811727,0,1,1,1,0,0.5082835579574425,0.28733841899378426,0,1,0,0.7412653055255018
8562,0.8175536487275554,-0.9723379092716081,-0.5538774429953749,-0.2220335809828276,-0.3357848658144715,2.0293073205191656,-0.6258635316811727,0,1,0,0,0,1.0682516142153895,-1.3420108397523594,0,1,0,0.8889603243016876
5368,0.18946898572534393,-0.04084592357288879,-0.7595550013054716,0.07828695884563464,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,0,0,0,1,0,0.35109345131737185,-0.1783336596159276,0,1,0,0.4902801398832721
2354,0.09284057603269602,-0.9723379092716081,-0.17596452283671257,0.5501018630953695,-1.3272756113296431,1.0175876473118841,-0.6258635316811727,1,0,1,0,0,-1.1757428054289112,-0.3529269217907562,0,1,0,-1.3604935266359937
7278,1.4939525165760907,-0.9723379092716081,1.2053447945325786,0.3998869873082119,-0.9967786961579193,-1.0058516991026796,4.0917007774733944,0,1,0,0,0,1.2399683743042584,-1.5159473860874968,0,1,0,1.031590209445204
3602,1.0591246729591752,-0.9723379092716081,-1.2878195003447392,0.06471781946868223,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,0,0,1,1,1,-0.9060983765630163,2.154202235207688,0,1,0,-0.8545647232842006
773,-1.1633287499717269,-0.5065919164222484,-1.0070837120111815,-0.43873511697675044,1.316699710044148,-1.0058516991026796,-0.6258635316811727,0,1,0,0,0,-1.1548140099061337,-0.877342348699792,0,1,0,-1.2785374712177795
6773,0.09284057603269602,0.8906460621258305,0.4986041776339497,0.5506361605596923,-0.3357848658144715,1.0175876473118841,0.9466579047036832,0,1,1,1,0,1.1985410710464717,0.7530943336681376,1,0,0,1.1818774991200216
8809,-0.4386156772768675,0.8906460621258305,-0.6030116051758332,-1.4182348738434958,-1.657772526501367,-1.0058516991026796,-0.6258635316811727,0,1,0,1,0,0.5199896708990651,-0.761276091201922,1,0,0,0.6429428502252075
3382,-0.10041624335259981,-0.9723379092716081,-0.7525599500318645,1.794087495218115,-1.3272756113296431,2.0293073205191656,-0.6258635316811727,0,1,1,1,0,-1.2057331913381306,0.7530943336681376,1,0,0,-1.252274754085188
641,1.4456383117297669,-0.5065919164222484,-1.110311518859368,0.11684822839568039,-1.3272756113296431,-1.0058516991026796,0.9466579047036832,0,1,1,1,0,-1.1453545854957685,-0.00429390177009909,0,0,1,-1.0939489722013311
4233,0.7692394438812314,-0.9723379092716081,1.6478650366775303,-0.059669990587077816,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,0,1,0,1,1,-1.1634889221908828,1.630222173639893,0,1,0,-1.1291378935585235
3815,1.4456383117297669,1.82213804782455,-0.5272090094933963,1.343893156285694,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,0,1,1,0,1,-1.032222487310432,0.8115932765512364,0,1,0,-0.8314012110642787
4104,-1.018386135432755,-0.5065919164222484,-0.4367173380794469,0.01453082179785771,-0.0052879506427475865,1.0175876473118841,0.9466579047036832,0,1,0,0,1,-0.7324456622161376,-0.2948192138759836,0,1,0,-0.7952399451544658
9925,0.9141820584202033,-0.04084592357288879,-0.7042549097716948,0.8713120896342897,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,0,1,1,0,1,0.1250867702193661,0.5785942226762444,1,0,0,0.23400000109109972
1108,-1.5498423887423185,-0.9723379092716081,-0.7004015142259906,1.2208755403159253,-0.9967786961579193,0.005867974104602262,4.0917007774733944,1,1,0,0,0,-1.2390587785813842,-1.0517874539181624,1,0,0,-1.2106013830329532
3527,-1.115014545125403,-0.9723379092716081,-0.5316986089420079,0.29034256567639327,2.3081904555593193,1.0175876473118841,-0.6258635316811727,0,0,0,1,1,-1.1400866805218224,1.3972207909853283,1,0,0,-1.0735027454334412
3495,0.6726110341885836,-0.5065919164222484,-0.41548110713306347,0.30087057797654027,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0,1,0,0,1,-1.258323337701316,-0.003507519483762699,1,0,0,-1.4048316373973315
1420,0.09284057603269602,-0.5065919164222484,-1.1392321992885293,-0.5173270241731148,0.6557058797007002,1.0175876473118841,-0.6258635316811727,0,1,0,0,1,-1.0755593976573836,-0.7598091929486548,0,1,0,-1.167962872857288
6923,1.5422667214224148,-0.9723379092716081,1.3438471643787078,0.3637933453944306,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,0,1,0,0,0,1.270684582329511,-1.283700528014704,1,0,0,1.0269356066187856
3881,0.9624962632665273,-0.9723379092716081,0.05939616762565095,-0.13736490676699936,0.3252089645289763,0.005867974104602262,-0.6258635316811727,0,1,0,0,0,-1.0373422713235652,-1.1099083660131157,1,0,0,-1.3208614598238668
8353,-1.3565855693570228,-0.04084592357288879,-0.5800926610079913,-0.0376478620811688,1.6471966252158718,0.005867974104602262,0.9466579047036832,0,0,1,0,1,0.5107849061626533,0.22865084496524204,0,1,0,0.6881953924717947
6245,-0.2453588578915717,-0.5065919164222484,-1.1984144112933923,2.3005477256135607,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0,1,0,1,0,1.222471795325445,-0.5277647058207883,1,0,0,1.097904505126733
4938,1.0108104681128514,-0.9723379092716081,-0.9242342892637079,-0.8445845530745402,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,0,1,1,0,0,-0.86131199033597,-0.5856069328641963,1,0,0,-1.082467218810363
6798,1.6388951311150628,0.4249000692764709,-0.7215246186143879,-0.10263590762215821,-1.9882694416730908,-1.0058516991026796,-0.6258635316811727,0,1,0,1,0,0.7545517646215458,-0.9935206204951417,0,1,0,0.8143886141816786
7812,-1.211642954818051,0.4249000692764709,1.654579931271485,-0.6497027453061374,1.316699710044148,0.005867974104602262,0.9466579047036832,0,1,0,0,1,1.0357934633668529,-0.5864499510697564,1,0,0,0.9154988130228102
1680,-0.8734435208937832,-0.5065919164222484,-0.919763839765351,-0.40654767845975415,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0,1,0,1,1,-0.8156228934854923,1.6888525295543177,0,1,0,-0.6847175818996724
6715,0.5276684196496116,-0.5065919164222484,0.8827496973431138,0.3739584386622068,-1.3272756113296431,-1.0058516991026796,-0.6258635316811727,0,1,0,0,0,1.020554678277532,-1.0517866854209033,0,1,0,1.0169991453179916
633,0.5276684196496116,-0.9723379092716081,0.9650377428451568,0.7699867255718119,0.6557058797007002,0.005867974104602262,-0.6258635316811727,1,1,0,1,1,-0.7655337576039092,1.1063444153587574,1,0,0,-0.7916148265125873
2569,1.349009902037119,0.8906460621258305,0.904603691499567,-0.015262478506748754,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,0,1,0,0,0,-1.1633254685026015,-0.8187107818199896,1,0,0,-1.325974462068117
7359,-0.2936730627378957,1.82213804782455,-0.5465256352410961,0.039437820574968814,-0.6662817809861953,0.005867974104602262,-0.6258635316811727,0,1,0,0,0,1.2691506439684082,-1.5753429091063438,0,1,0,1.3533987106728596
2166,0.5759826244959356,0.4249000692764709,-0.5714992981455301,-1.1805397094480643,0.6557058797007002,-1.0058516991026796,0.9466579047036832,1,1,1,1,1,-1.2433071173865293,1.747513485632336,0,1,0,-0.9444773258349206
8169,-0.003787833659951896,0.4249000692764709,-0.2854703217100784,0.15568616322140313,-0.6662817809861953,0.005867974104602262,0.9466579047036832,0,1,1,1,0,0.8260417637034053,0.22889536682044626,1,0,0,0.721463732470183
8845,0.4793542148032877,-0.5065919164222484,-1.1980019781054985,1.0060894651000696,-0.6662817809861953,2.0293073205191656,-0.6258635316811727,0,1,1,0,1,0.7214677094368099,1.0443501373505977,0,1,0,0.6731487560550468
2825,0.09284057603269602,0.8906460621258305,-0.9279912258007216,-0.30022482254312993,1.9776935403875957,0.005867974104602262,-0.6258635316811727,0,1,0,1,0,-1.1019214923349256,-0.7026444078831412,1,0,0,-0.9472475120569357
4087,0.3827258051106398,-0.5065919164222484,-1.2018209746664856,-0.02405822449961012,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,0,1,0,0,1,-0.9611342393925273,-0.759808960070698,0,1,0,-1.0635143668031621
6243,-0.4386156772768675,-0.04084592357288879,-0.7810990499707647,0.038886721303591804,-0.3357848658144715,1.0175876473118841,-0.6258635316811727,0,1,0,1,0,1.402546552894683,-1.2265220031497068,0,1,0,1.5027447036385286
8364,-1.5981565935886426,0.4249000692764709,-0.6947824223410576,-0.816908952531042,-1.3272756113296431,1.0175876473118841,-0.6258635316811727,0,1,0,1,0,1.0994938844349946,-1.2843875179888486,0,1,0,1.0307069297762894
3941,0.2377831905716679,3.219376026372629,-0.19157988875462073,0.8074820246354737,-0.0052879506427475865,1.0175876473118841,0.9466579047036832,0,0,0,1,1,-0.41732533124056265,0.6405886636989737,0,1,0,-0.09981874456643085
9179,1.5905809262687387,-0.9723379092716081,3.1629927879121245,0.5682713372437554,0.986202794872424,1.0175876473118841,-0.6258635316811727,0,1,0,0,1,0.8469836529558009,-0.2365089021383282,1,0,0,0.6354037875875103
8075,-0.05210203850627586,0.4249000692764709,-0.9175523751396367,0.2588089341971158,-0.3357848658144715,1.0175876473118841,0.9466579047036832,0,1,0,0,0,0.9853172096243246,-0.29440003355277666,1,0,0,0.8403247064706355
9195,-1.6464707984349665,-0.9723379092716081,0.3009277522432509,-0.071894313327414,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0,1,0,0,1,0.7845448734982705,-0.759808960070698,0,1,0,0.7162291418346174
4128,-0.6318724966621634,-0.9723379092716081,2.208098249894839,-0.6081854800752678,-2.3187663568448147,0.005867974104602262,-0.6258635316811727,0,1,0,1,1,-0.9693637657532546,0.9319003580911953,1,0,0,-0.7664952607522151
1172,-0.6318724966621634,-0.9723379092716081,-1.2857076863860912,0.5530488966923104,-0.9967786961579193,0.005867974104602262,0.9466579047036832,0,1,1,1,1,-1.0740307183298266,1.629815382424017,0,1,0,-0.8137422569390068
8668,0.28609739541799184,0.4249000692764709,0.647114169631724,-1.1836540924036263,-1.3272756113296431,1.0175876473118841,-0.6258635316811727,0,1,1,1,1,1.3124533910952065,1.5716952854019142,1,0,0,1.3124058752740886
4222,1.107438877805499,-0.9723379092716081,0.29785915002928276,-0.476628674985632,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,0,0,1,1,0,-1.1471834145815112,0.7530943336681376,1,0,0,-1.231733362539793
4834,0.4793542148032877,2.7536300335232693,-0.27428462298905865,1.3039922248934366,1.316699710044148,0.005867974104602262,0.9466579047036832,1,1,1,0,0,-1.1807330215716019,-1.0502753074777846,1,0,0,-1.2309957890306624
2576,0.3827258051106398,0.8906460621258305,-0.5383815869522045,0.022706581110419566,-0.0052879506427475865,1.0175876473118841,0.9466579047036832,0,1,1,1,0,-1.0425057362737562,-0.23653917627278173,0,1,0,-0.881342631486946
1989,-0.10041624335259981,-0.9723379092716081,-0.41294338409560166,-0.705687714923687,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,0,1,0,0,1,-1.2405956451158489,-0.7011778356590141,1,0,0,-1.3429214546049966
6973,1.6872093359613867,0.4249000692764709,-0.6189025176001848,0.18583532579941694,0.3252089645289763,1.0175876473118841,-0.6258635316811727,0,1,0,1,0,0.885736775209801,-1.2840661464077232,1,0,0,0.7321967549472821
5836,-0.8251293160474592,-0.9723379092716081,-0.5562708321485093,0.8654348175267387,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,0,1,1,1,1,1.3405392881486957,1.6888818023135546,0,1,0,1.584200865634638
4532,0.8658678535738794,-0.04084592357288879,1.9006443800401238,0.8125561703658349,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,1,0,1,1,1,-0.902898511554808,1.3972487363402082,0,1,0,-0.7034375113562652
3209,-0.8251293160474592,-0.5065919164222484,0.9437979656116887,0.05296663561499152,1.316699710044148,1.0175876473118841,0.9466579047036832,0,0,1,0,0,-1.2095538172994738,-0.8183614648839842,0,1,0,-1.1252084456621514
3855,1.204067287498147,-0.9723379092716081,0.6324555919691359,-0.41182880968364943,0.3252089645289763,1.0175876473118841,-0.6258635316811727,1,1,1,1,0,-0.9102183776739275,0.5791601161125732,0,1,0,-0.9848727932073856
2628,1.107438877805499,0.4249000692764709,-1.187698240982322,-0.8102097360224011,-1.657772526501367,-1.0058516991026796,0.9466579047036832,0,0,1,1,1,-0.9508079902340212,1.9219577059144677,1,0,0,-0.8837108216469121
7803,-1.6947850032812906,-0.5065919164222484,-0.9706562510821612,0.887861869582653,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,1,1,0,0,1,1.1292736941905008,-1.05220586574411,1,0,0,1.1842373499425303
1410,0.09284057603269602,-0.9723379092716081,-0.0021319132854180165,-0.5912672674135313,0.986202794872424,1.0175876473118841,-0.6258635316811727,1,1,1,1,0,-1.192717790073582,-0.46877355208706134,1,0,0,-1.29095580359503
8257,-0.4386156772768675,0.8906460621258305,-0.8840942203862268,-1.145275068694336,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0,1,0,1,1,1.019906838925321,1.630222173639893,0,0,1,1.090119712788229
7386,-0.9217577257401072,-0.5065919164222484,2.5066743446629394,1.3724461471935612,-0.0052879506427475865,1.0175876473118841,0.9466579047036832,0,1,0,0,0,0.7330062842388937,-1.5756642806874692,0,1,0,0.733898494161377
4303,0.43104000995696373,-0.04084592357288879,-0.09061922323937094,0.9764376360108596,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,0,1,0,1,1,-1.197375193857762,0.3489579265052009,1,0,0,-1.03834153096779
6750,-1.2599571596643748,-0.9723379092716081,1.0736541329178022,-1.204951054917077,-0.3357848658144715,1.0175876473118841,-0.6258635316811727,0,1,0,1,0,1.384075756652999,-0.7605099227222823,0,1,0,1.3031115823134385
6555,0.5276684196496116,-0.04084592357288879,2.103007578441317,0.1984837261498013,1.6471966252158718,-1.0058516991026796,-0.6258635316811727,0,1,1,1,0,1.3777819198173293,-0.23686054785390712,0,1,0,1.4486731026663826
815,-1.1633287499717269,-0.9723379092716081,-0.6450900745735444,1.468762099527896,0.6557058797007002,1.0175876473118841,-0.6258635316811727,0,1,1,0,1,-0.9484087968020869,1.0443500209116188,1,0,0,-0.9832398664552778
2404,0.9624962632665273,-0.5065919164222484,-0.48142679786493464,0.10682986866926972,-1.3272756113296431,1.0175876473118841,0.9466579047036832,0,1,0,1,0,-0.7884828207075956,-0.4691330225020069,1,0,0,-0.8990221710491297
5397,1.300695697190795,-0.9723379092716081,-0.19924270588618492,0.48281062584339335,0.986202794872424,1.0175876473118841,-0.6258635316811727,0,1,1,0,0,1.3964539131024325,-0.8766624615033464,1,0,0,1.1556692876096617
9956,-0.10041624335259981,-0.04084592357288879,0.8899117787383872,-0.9187776366282306,-0.6662817809861953,0.005867974104602262,0.9466579047036832,1,1,0,0,1,0.9031214099689683,0.22873700980945702,0,1,0,0.8180066844519652
2131,-1.066700340279079,0.4249000692764709,0.7644125797439361,1.0625300953564587,-0.0052879506427475865,0.005867974104602262,0.9466579047036832,1,0,1,1,0,-1.1717278276619048,-0.5281699134665545,1,0,0,-1.0390387417724405
1797,-1.5981565935886426,2.7536300335232693,-0.07325802018990511,-0.01356403222084623,-0.6662817809861953,0.005867974104602262,-0.6258635316811727,0,1,0,0,0,-0.6963028405264491,-1.866975020280065,0,1,0,-0.5655978591668963
3090,1.5905809262687387,-0.5065919164222484,-0.48168603145079053,0.09530718939151551,-0.6662817809861953,0.005867974104602262,0.9466579047036832,0,1,0,0,0,-1.1452214408562325,-1.5167112257875628,0,1,0,-1.1349551069281776
4184,-0.4386156772768675,0.4249000692764709,0.8006421578536571,-3.0584381660431537,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,0,1,0,0,1,-1.0670562760310358,-0.06257468458276387,0,0,1,-1.1521913554002738
4564,-0.2936730627378957,1.3563920549751902,1.0221304825000022,-0.5831494434199811,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,0,1,1,0,0,-1.1583987882683588,0.1712720450569352,1,0,0,-1.2185117541332287
5030,-1.6947850032812906,0.8906460621258305,0.7041980435688591,-0.48753203965536895,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,0,1,0,0,1,0.2900475453765923,-0.23701890486489635,0,1,0,0.4770678607072043
8048,-0.5352440869695154,-0.04084592357288879,-0.23619749970462736,-0.4555259413617277,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,0,1,0,0,0,0.8324014055871104,-1.3423322113334848,1,0,0,0.650661970796065
122,0.5759826244959356,-0.5065919164222484,-0.118045852919954,-0.9243176211961086,0.6557058797007002,1.0175876473118841,-0.6258635316811727,1,1,0,0,0,-0.9257887162031159,-1.3423325140748292,0,1,0,-1.1034980159272392
179,1.6388951311150628,-0.9723379092716081,-0.442581478401899,-0.7045048223421938,0.6557058797007002,0.005867974104602262,-0.6258635316811727,0,1,0,1,0,-1.0968949387203477,0.054743245360201656,0,0,1,-1.2147641404951162
9250,0.4793542148032877,-0.9723379092716081,-0.881693738658924,0.549779268399929,-0.9967786961579193,-1.0058516991026796,0.9466579047036832,0,1,0,0,1,1.0644080699442136,-0.06257468458276387,1,0,0,0.8921049281501192
8095,0.044526371186372066,2.7536300335232693,-0.7689211001235825,-0.3546690620853419,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,0,1,0,0,1,0.5425297908008743,-0.4689327474586969,0,1,0,0.5749265402957354
6429,-0.05210203850627586,-0.5065919164222484,-0.8521120303172657,-0.6460507045248415,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,1,1,1,1,1,0.48974922580731045,2.4458353011810336,1,0,0,0.5954263162911169
9737,-0.4869298821231915,0.4249000692764709,-0.9403975565361269,-0.68938189284528,-0.9967786961579193,0.005867974104602262,-0.6258635316811727,0,1,1,0,0,1.098279516565788,-0.002664501278201933,1,0,0,0.990158251618295
4992,0.5759826244959356,-0.9723379092716081,-0.5066795535628961,0.9632919021716719,-0.6662817809861953,0.005867974104602262,-0.6258635316811727,0,1,0,0,1,-0.9930429180899676,-0.4689327474586969,0,1,0,-1.0767784360883992
1157,-0.10041624335259981,1.3563920549751902,-0.42092253003507746,-0.47840862381322924,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,0,1,0,0,1,-0.999455249167979,-0.23593243604273573,1,0,0,-1.0247974497676788
9003,0.6242968293422596,0.8906460621258305,2.390217823104519,0.7346495514170305,0.3252089645289763,0.005867974104602262,-0.6258635316811727,0,0,0,1,1,0.9493744167493573,0.3500431377863924,0,1,0,0.9835751443989288
1532,0.9141820584202033,-0.5065919164222484,-1.1448179560748706,-0.08777193026385273,1.6471966252158718,2.0293073205191656,-0.6258635316811727,0,1,0,1,1,-0.9070707588483401,0.640588500684404,1,0,0,-0.7406357418221308
8992,-0.3419872675842196,-0.9723379092716081,-1.0556167785308659,0.6296853023881805,-1.3272756113296431,0.005867974104602262,0.9466579047036832,0,1,1,1,0,0.7473998148318963,0.7530943336681376,1,0,0,0.6917296716896141
